update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,kl,success_rate,clip_fraction,approx_kl_k3,sigma_mean,mean_log_std,boundary_fraction,return_mean,return_std,return_min,return_max
37,4736,62.75624755986656,88,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922,500.0,0.0,500.0,500.0,10.443772315979004,0.03258947655558586,-0.009029501117765903,0.0003201834624633193,20.02448962953252,0.03621150180697441,0.0,0.0,0.00020800271886400878,1.0761743678151545,0.07340955840689796,0.3527747958418735,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922
38,4864,62.6970453365422,90,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922,500.0,0.0,500.0,500.0,10.454366683959961,0.03790430724620819,-0.014802015386521816,0.00015819685359019786,10.821823870492413,0.013872873038053513,0.0,0.0,2.8029962777509354e-05,1.0777883729813535,0.0749081979904856,0.3534962575136647,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922
39,4992,63.41621695687251,92,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922,500.0,0.0,500.0,500.0,10.47083854675293,0.05702029913663864,-0.018916156142950058,9.988521196646616e-05,3.9471944546769437,0.00849707331508398,0.0,0.0,0.0008524224394932389,1.0806833062997108,0.07759031653404236,0.35478706260607756,0.6944866180419922,0.0,0.6944866180419922,0.6944866180419922
40,5120,63.13098831748859,94,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665,500.0,0.0,500.0,500.0,10.490479469299316,0.09934606403112411,-0.055550720542669296,0.006621536798775196,2.007023563905249,0.0041319685988128185,0.0,0.0,0.0009300612728111446,1.0837942893746515,0.08046494211469378,0.3561699841152111,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665
41,5248,63.199776146012695,96,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665,500.0,0.0,500.0,500.0,10.512784004211426,0.13189415633678436,-0.00516359182074666,0.001857041148468852,5.812494887952822,0.011567681096494198,0.0,0.0,0.0006899947184138,1.0874466458769037,0.08382919430732727,0.35778769548166994,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665
42,5376,62.733940164306624,98,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665,500.0,0.0,500.0,500.0,10.537723541259766,0.11638779193162918,0.003091081976890564,0.005015590228140354,3.800356183326283,0.03829779103398323,0.0,0.0,0.0007748562493361533,1.091168560481836,0.08724582195281982,0.35942972481692304,0.6836477518081665,0.0,0.6836477518081665,0.6836477518081665
43,5504,63.036700995291774,100,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796,500.0,0.0,500.0,500.0,10.557731628417969,0.024592867121100426,-0.0009997423039749265,0.005356265231966972,2.9009209466682435,0.010484250262379646,0.0,0.0,0.0011787257390096784,1.0941290112238966,0.08995511595691953,0.3607311713272914,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796
44,5632,62.96646552038581,102,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796,500.0,0.0,500.0,500.0,10.576417922973633,0.24346420168876648,-0.14657407999038696,0.005748727358877659,12.447213157339744,0.04081883281469345,0.0,0.0,0.002031227806583047,1.0970353557159835,0.09260742366313934,0.3620046513482699,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796
45,5760,63.89409643211459,105,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796,500.0,0.0,500.0,500.0,10.592955589294434,0.2526363134384155,-0.03290906921029091,0.005823663901537657,7.580044011118221,0.03791188821196556,0.0,0.0,0.00020289511303417385,1.099518017056025,0.09486699742930275,0.3630890686587285,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796
46,5888,63.165237165432,107,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796,500.0,0.0,500.0,500.0,10.609888076782227,0.22619397938251495,-0.011623917147517204,0.00013762805610895157,10.917320240939073,0.02520514279603958,0.0,0.0,0.0016878522001206875,1.1024618524010907,0.09754006777490888,0.3643714119770839,1.4077972173690796,0.0,1.4077972173690796,1.4077972173690796
47,6016,63.38855036144294,109,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406,500.0,0.0,500.0,500.0,10.629859924316406,0.3704947531223297,0.06657154858112335,0.016758641228079796,9.71107056605056,0.10834188014268875,0.0,0.0,0.0005191935924813151,1.1054570656271203,0.10025265919310707,0.36567210648146276,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406
48,6144,62.369470319863865,111,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406,500.0,0.0,500.0,500.0,10.646507263183594,0.03202357888221741,0.019955672323703766,0.05606921762228012,5.584950364437582,0.01361291017383337,0.0,0.06299212574958801,0.005906559526920319,1.1079759961974098,0.102528059056827,0.3667626560134312,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406
49,6272,63.2239721926635,113,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406,500.0,0.0,500.0,500.0,10.66051959991455,-0.016557790338993073,-0.015957359224557877,0.0017421251395717263,12.783442924602749,0.0238252691924572,0.0,0.0,0.0011245462810620666,1.1101008989525785,0.10444353840180806,0.3676803486640853,2.9657936096191406,0.0,2.9657936096191406,2.9657936096191406
